"Kod","Miejscowość","Dzielnica","Ulica","Numery","Gmina","Powiat","Województwo"
"90-256","Łódź","Śródmieście","Kilińskiego Jana","33-37(n)","Łódź","Łódź","łódzkie"
"91-404","Łódź","Śródmieście","Styrska","","Łódź","Łódź","łódzkie"
"93-429","Łódź","Górna","Dzwonowa","8-DK(p), 17-DK(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-354","Łódź","Górna","Łabędzkiego Tadeusza","","Łódź","Łódź","łódzkie"
"94-004","Łódź","Polesie","Kusocińskiego Janusza","1-21","Łódź","Łódź","łódzkie"
"93-110","Łódź","Widzew","Łowicka","","Łódź","Łódź","łódzkie"
"91-867","Łódź","Bałuty","Honorowa","","Łódź","Łódź","łódzkie"
"91-844","Łódź","Bałuty","Koszykowa","","Łódź","Łódź","łódzkie"
"91-304","Łódź","Bałuty","Urzędnicza","41-47","Łódź","Łódź","łódzkie"
"93-467","Łódź","Górna","Pilska","","Łódź","Łódź","łódzkie"
"91-087","Łódź","Polesie","Wapienna","","Łódź","Łódź","łódzkie"
"90-258","Łódź","Śródmieście","Kilińskiego Jana","40-52(p)","Łódź","Łódź","łódzkie"
"90-043","Łódź","Śródmieście","Targowa","23-43(n), 28-40(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-249","Łódź","Górna","Ejsmonda Juliana","","Łódź","Łódź","łódzkie"
"93-571","Łódź","Górna","Łaska","","Łódź","Łódź","łódzkie"
"94-119","Łódź","Polesie","Lajkonika","","Łódź","Łódź","łódzkie"
"92-434","Łódź","Widzew","Maćka z Bogdańca","","Łódź","Łódź","łódzkie"
"91-836","Łódź","Bałuty","I Dywizji Al.","","Łódź","Łódź","łódzkie"
"91-444","Łódź","Bałuty","Kościelna","1-DK(n)","Łódź","Łódź","łódzkie"
"91-614","Łódź","Bałuty","Wakacyjna","","Łódź","Łódź","łódzkie"
"93-004","Łódź","Górna","Piotrkowska","285-315(n), 290-DK(p)","Łódź","Łódź","łódzkie"
"94-215","Łódź","Polesie","Warneńska","","Łódź","Łódź","łódzkie"
"90-150","Łódź","Śródmieście","Konstytucyjna","1-7(n), 2-10(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-312","Łódź","Śródmieście","Targowa","45","Łódź","Łódź","łódzkie"
"93-459","Łódź","Górna","Elbląska","","Łódź","Łódź","łódzkie"
"93-460","Łódź","Górna","Łaskowice","1-45(n), 2-42(p)","Łódź","Łódź","łódzkie"
"94-407","Łódź","Polesie","Langiewicza Mariana","","Łódź","Łódź","łódzkie"
"92-730","Łódź","Widzew","Maltańska","","Łódź","Łódź","łódzkie"
"91-857","Łódź","Bałuty","Inflancka","1-17(n), 2-40(p)","Łódź","Łódź","łódzkie"
"91-163","Łódź","Bałuty","Kotarbińskiego Tadeusza (Profesora Tadeusza Kotarbińskiego)","","Łódź","Łódź","łódzkie"
"91-203","Łódź","Bałuty","Warecka","35-DK","Łódź","Łódź","łódzkie"
"93-427","Łódź","Górna","Piwowarska","","Łódź","Łódź","łódzkie"
"91-075","Łódź","Polesie","Waryńskiego Ludwika","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-155","Łódź","Śródmieście","Konstytucyjna","9-45(n), 12-40(p)","Łódź","Łódź","łódzkie"
"90-324","Łódź","Śródmieście","Targowa","65","Łódź","Łódź","łódzkie"
"93-482","Łódź","Górna","Eleonory","","Łódź","Łódź","łódzkie"
"93-469","Łódź","Górna","Łaskowice","44-DK(p), 47-DK(n)","Łódź","Łódź","łódzkie"
"90-764","Łódź","Polesie","Legionów","102-DK(p)","Łódź","Łódź","łódzkie"
"92-777","Łódź","Widzew","Mandarynkowa","","Łódź","Łódź","łódzkie"
"91-852","Łódź","Bałuty","Inflancka","19-35(n)","Łódź","Łódź","łódzkie"
"91-233","Łódź","Bałuty","Kozia","","Łódź","Łódź","łódzkie"
"91-859","Łódź","Bałuty","Warszawska","1-61(n)","Łódź","Łódź","łódzkie"
"93-428","Łódź","Górna","Plastyczna","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"94-283","Łódź","Polesie","Wielkanocna","","Łódź","Łódź","łódzkie"
"90-242","Łódź","Śródmieście","Kopcińskiego Stefana (Doktora Stefana Kopcińskiego)","1-27(n)","Łódź","Łódź","łódzkie"
"90-042","Łódź","Śródmieście","Targowa","7-21(n), 12-26(p)","Łódź","Łódź","łódzkie"
"93-633","Łódź","Górna","Elewatorowa","","Łódź","Łódź","łódzkie"
"93-019","Łódź","Górna","Łączna","1-21, 22-26(p)","Łódź","Łódź","łódzkie"
"90-702","Łódź","Polesie","Legionów","34-52(p)","Łódź","Łódź","łódzkie"
"92-517","Łódź","Widzew","Manewrowa","","Łódź","Łódź","łódzkie"
"91-848","Łódź","Bałuty","Inflancka","37-DK(n), 42-DK(p)","Łódź","Łódź","łódzkie"
"91-836","Łódź","Bałuty","Krawiecka","","Łódź","Łódź","łódzkie"
"91-862","Łódź","Bałuty","Warszawska","2-74(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-430","Łódź","Górna","Plenerowa","","Łódź","Łódź","łódzkie"
"90-721","Łódź","Polesie","Więckowskiego Stanisława","13-19(n)","Łódź","Łódź","łódzkie"
"90-154","Łódź","Śródmieście","Kopcińskiego Stefana (Doktora Stefana Kopcińskiego)","24-50(p)","Łódź","Łódź","łódzkie"
"90-156","Łódź","Śródmieście","Tkacka","1-35(n), 2-42(p)","Łódź","Łódź","łódzkie"
"93-586","Łódź","Górna","Energetyków","","Łódź","Łódź","łódzkie"
"93-166","Łódź","Górna","Łączna","23-DK(n), 28-DK(p)","Łódź","Łódź","łódzkie"
"90-703","Łódź","Polesie","Legionów","54-72(p)","Łódź","Łódź","łódzkie"
"92-304","Łódź","Widzew","Maszynowa","","Łódź","Łódź","łódzkie"
"91-857","Łódź","Bałuty","Irysowa","","Łódź","Łódź","łódzkie"
"91-035","Łódź","Bałuty","Krotoszyńska","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-503","Łódź","Bałuty","Warszawska","63-99(n), 76-DK(p)","Łódź","Łódź","łódzkie"
"93-328","Łódź","Górna","Płaska","","Łódź","Łódź","łódzkie"
"90-722","Łódź","Polesie","Więckowskiego Stanisława","2-20(p)","Łódź","Łódź","łódzkie"
"90-142","Łódź","Śródmieście","Kopcińskiego Stefana (Doktora Stefana Kopcińskiego)","29-31a(n)","Łódź","Łódź","łódzkie"
"90-157","Łódź","Śródmieście","Tkacka","37-DK(n), 44-DK(p)","Łódź","Łódź","łódzkie"
"93-487","Łódź","Górna","Eugeniusza","","Łódź","Łódź","łódzkie"
"93-193","Łódź","Górna","Łęczycka","1-DK(n), 32-DK(p)","Łódź","Łódź","łódzkie"
"91-072","Łódź","Polesie","Legionów","81-101(n)","Łódź","Łódź","łódzkie"
"92-215","Łódź","Widzew","Mazowiecka","1-37(n), 2-20(p)","Łódź","Łódź","łódzkie"
"91-225","Łódź","Bałuty","Jaglana","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-058","Łódź","Bałuty","Krótka","","Łódź","Łódź","łódzkie"
"91-231","Łódź","Bałuty","Warzywna","","Łódź","Łódź","łódzkie"
"93-345","Łódź","Górna","Płynna","","Łódź","Łódź","łódzkie"
"90-767","Łódź","Polesie","Więckowskiego Stanisława (Pułkownika Doktora Stanisława Więckowskiego)","142-144(p)","Łódź","Łódź","łódzkie"
"90-032","Łódź","Śródmieście","Kopcińskiego Stefana (Doktora Stefana Kopcińskiego)","56-70(p)","Łódź","Łódź","łódzkie"
"90-132","Łódź","Śródmieście","Tramwajowa","","Łódź","Łódź","łódzkie"
"93-494","Łódź","Górna","Familijna","","Łódź","Łódź","łódzkie"
"93-109","Łódź","Górna","Łęczycka","2-30(p)","Łódź","Łódź","łódzkie"
"90-763","Łódź","Polesie","Legionów","88-100(p)","Łódź","Łódź","łódzkie"
"92-221","Łódź","Widzew","Mazowiecka","22-DK(p), 39-DK(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-120","Łódź","Bałuty","Jagny","","Łódź","Łódź","łódzkie"
"91-356","Łódź","Bałuty","Kruszynowa","","Łódź","Łódź","łódzkie"
"91-305","Łódź","Bałuty","Wąska","","Łódź","Łódź","łódzkie"
"93-371","Łódź","Górna","Płytka","","Łódź","Łódź","łódzkie"
"90-727","Łódź","Polesie","Więckowskiego Stanisława (Pułkownika Doktora Stanisława Więckowskiego)","21-31(n)","Łódź","Łódź","łódzkie"
"90-457","Łódź","Śródmieście","Kostki Stanisława (Świętego Stanisława Kostki)","","Łódź","Łódź","łódzkie"
"90-107","Łódź","Śródmieście","Traugutta Romualda (Generała Romualda Traugutta)","2-14(p)","Łódź","Łódź","łódzkie"
"93-448","Łódź","Górna","Farna","","Łódź","Łódź","łódzkie"
"93-176","Łódź","Górna","Łomżyńska","","Łódź","Łódź","łódzkie"
"94-232","Łódź","Polesie","Liniowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-419","Łódź","Widzew","Mazowieckiego Janusza (Księcia Janusza Mazowieckiego)","","Łódź","Łódź","łódzkie"
"91-430","Łódź","Bałuty","Jakuba","","Łódź","Łódź","łódzkie"
"91-219","Łódź","Bałuty","Krynicka","","Łódź","Łódź","łódzkie"
"91-615","Łódź","Bałuty","Wczasowa","","Łódź","Łódź","łódzkie"
"93-272","Łódź","Górna","Podgórna","35-DK","Łódź","Łódź","łódzkie"
"90-728","Łódź","Polesie","Więckowskiego Stanisława (Pułkownika Doktora Stanisława Więckowskiego)","22-34(p)","Łódź","Łódź","łódzkie"
"90-451","Łódź","Śródmieście","Kościuszki Tadeusza Al.","122-DK(p)","Łódź","Łódź","łódzkie"
"90-106","Łódź","Śródmieście","Traugutta Romualda (Generała Romualda Traugutta)","3-13(n)","Łódź","Łódź","łódzkie"
"93-443","Łódź","Górna","Feliksy","","Łódź","Łódź","łódzkie"
"93-466","Łódź","Górna","Łódzka","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-742","Łódź","Polesie","Lipowa","1-11(n), 2-8(p)","Łódź","Łódź","łódzkie"
"92-310","Łódź","Widzew","Mechaniczna","","Łódź","Łódź","łódzkie"
"91-605","Łódź","Bałuty","Jakubowicza Wojciecha","","Łódź","Łódź","łódzkie"
"91-528","Łódź","Bałuty","Kryształowa","","Łódź","Łódź","łódzkie"
"91-203","Łódź","Bałuty","Wersalska","3-37(n), 8","Łódź","Łódź","łódzkie"
"93-438","Łódź","Górna","Podlaska","","Łódź","Łódź","łódzkie"
"90-735","Łódź","Polesie","Więckowskiego Stanisława (Pułkownika Doktora Stanisława Więckowskiego)","45-51(n), 48-64(p)","Łódź","Łódź","łódzkie"
"90-419","Łódź","Śródmieście","Kościuszki Tadeusza Al.","2-36(p)","Łódź","Łódź","łódzkie"
"90-002","Łódź","Śródmieście","Tuwima Juliana","20-38(p)","Łódź","Łódź","łódzkie"
"93-252","Łódź","Górna","Felińskiego Alojzego","1-9(n), 2-20(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-172","Łódź","Górna","Łukasińskiego Waleriana","","Łódź","Łódź","łódzkie"
"90-629","Łódź","Polesie","Lipowa","24-36(p), 29-41(n)","Łódź","Łódź","łódzkie"
"94-044","Łódź","Polesie","Przełajowa","2-DK(p)","Łódź","Łódź","łódzkie"
"92-228","Łódź","Widzew","Miechowska","","Łódź","Łódź","łódzkie"
"91-480","Łódź","Bałuty","Jałowcowa","","Łódź","Łódź","łódzkie"
"91-867","Łódź","Bałuty","Kryzysowa","","Łódź","Łódź","łódzkie"
"91-212","Łódź","Bałuty","Wersalska","39-81(n), 42-54(p)","Łódź","Łódź","łódzkie"
"93-430","Łódź","Górna","Podwale","","Łódź","Łódź","łódzkie"
"90-757","Łódź","Polesie","Więckowskiego Stanisława (Pułkownika Doktora Stanisława Więckowskiego)","73-DK(n)","Łódź","Łódź","łódzkie"
"90-514","Łódź","Śródmieście","Kościuszki Tadeusza Al.","45-65(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-020","Łódź","Śródmieście","Tuwima Juliana","27-35(n)","Łódź","Łódź","łódzkie"
"93-536","Łódź","Górna","Galileusza","","Łódź","Łódź","łódzkie"
"93-423","Łódź","Górna","Magdaleny","","Łódź","Łódź","łódzkie"
"90-630","Łódź","Polesie","Lipowa","38-64(p), 43-67(n)","Łódź","Łódź","łódzkie"
"94-262","Łódź","Polesie","Radarowa","","Łódź","Łódź","łódzkie"
"90-038","Łódź","Widzew","Miedziana","","Łódź","Łódź","łódzkie"
"91-360","Łódź","Bałuty","Jantarowa","","Łódź","Łódź","łódzkie"
"91-478","Łódź","Bałuty","Krzewowa","","Łódź","Łódź","łódzkie"
"91-498","Łódź","Bałuty","Wiankowa","","Łódź","Łódź","łódzkie"
"93-230","Łódź","Górna","Poetycka","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-758","Łódź","Polesie","Więckowskiego Stanisława (Pułkownika Doktora Stanisława Więckowskiego)","74-140(p)","Łódź","Łódź","łódzkie"
"90-428","Łódź","Śródmieście","Kościuszki Tadeusza Al.","52-64(p)","Łódź","Łódź","łódzkie"
"90-021","Łódź","Śródmieście","Tuwima Juliana","40-58(p)","Łódź","Łódź","łódzkie"
"93-348","Łódź","Górna","Giełdowa","","Łódź","Łódź","łódzkie"
"93-248","Łódź","Górna","Makuszyńskiego Kornela","","Łódź","Łódź","łódzkie"
"90-568","Łódź","Polesie","Lipowa","66-84(p), 69-87(n)","Łódź","Łódź","łódzkie"
"90-540","Łódź","Polesie","Radwańska","21-35(n)","Łódź","Łódź","łódzkie"
"92-607","Łódź","Widzew","Miernicza","","Łódź","Łódź","łódzkie"
"91-613","Łódź","Bałuty","Jarowa","","Łódź","Łódź","łódzkie"
"91-528","Łódź","Bałuty","Książka Antoniego","24-40(p), 29-41(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-150","Łódź","Bałuty","Wici","2-4(p)","Łódź","Łódź","łódzkie"
"93-458","Łódź","Górna","Pogorzel","","Łódź","Łódź","łódzkie"
"94-022","Łódź","Polesie","Wileńska","1-27(n)","Łódź","Łódź","łódzkie"
"90-437","Łódź","Śródmieście","Kościuszki Tadeusza Al.","72-92(p)","Łódź","Łódź","łódzkie"
"90-324","Łódź","Śródmieście","Tylna","14","Łódź","Łódź","łódzkie"
"93-482","Łódź","Górna","Gliwicka","","Łódź","Łódź","łódzkie"
"93-420","Łódź","Górna","Matowa","","Łódź","Łódź","łódzkie"
"94-003","Łódź","Polesie","Lokajskiego Eugeniusza","","Łódź","Łódź","łódzkie"
"94-409","Łódź","Polesie","Rąbieńska","102-DK(p), 115-DK(n)","Łódź","Łódź","łódzkie"
"92-415","Łódź","Widzew","Mieszka I","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-486","Łódź","Bałuty","Jarzębinowa","","Łódź","Łódź","łódzkie"
"91-334","Łódź","Bałuty","Kwidzyńska","","Łódź","Łódź","łódzkie"
"91-213","Łódź","Bałuty","Wici","6-28(p)","Łódź","Łódź","łódzkie"
"93-492","Łódź","Górna","Pokładowa","","Łódź","Łódź","łódzkie"
"94-011","Łódź","Polesie","Wileńska","34-60(p)","Łódź","Łódź","łódzkie"
"90-149","Łódź","Śródmieście","Krzywickiego Ludwika","","Łódź","Łódź","łódzkie"
"90-349","Łódź","Śródmieście","Tymienieckiego Wincentego (Księdza Biskupa Wincentego Tymienieckiego)","15-21(n), 22-24(p)","Łódź","Łódź","łódzkie"
"93-378","Łódź","Górna","Gładka","","Łódź","Łódź","łódzkie"
"93-149","Łódź","Górna","Mazurska","","Łódź","Łódź","łódzkie"
"90-562","Łódź","Polesie","Łąkowa","1-15(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"94-227","Łódź","Polesie","Rąbieńska","1-25(n), 2-32(p)","Łódź","Łódź","łódzkie"
"92-316","Łódź","Widzew","Milionowa","106","Łódź","Łódź","łódzkie"
"91-512","Łódź","Bałuty","Jaskółcza","","Łódź","Łódź","łódzkie"
"91-486","Łódź","Bałuty","Laurowa","","Łódź","Łódź","łódzkie"
"91-757","Łódź","Bałuty","Widok","","Łódź","Łódź","łódzkie"
"93-403","Łódź","Górna","Pokojowa","","Łódź","Łódź","łódzkie"
"63-820","Łódź","Łódź","","","Piaski","gostyński","wielkopolskie"
"94-039","Łódź","Polesie","Władysława Króla","2-72(p), 3-57(n)","Łódź","Łódź","łódzkie"
"91-728","Łódź","Śródmieście","Lumumby Patrice","40-DK","Łódź","Łódź","łódzkie"
"90-365","Łódź","Śródmieście","Tymienieckiego Wincentego (Księdza Biskupa Wincentego Tymienieckiego)","3-7(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-536","Łódź","Górna","Głogowska","","Łódź","Łódź","łódzkie"
"93-475","Łódź","Górna","Mewy","","Łódź","Łódź","łódzkie"
"90-554","Łódź","Polesie","Łąkowa","17-DK(n), 18-42(p)","Łódź","Łódź","łódzkie"
"94-244","Łódź","Polesie","Rąbieńska","27-113(n), 34-100(p)","Łódź","Łódź","łódzkie"
"92-335","Łódź","Widzew","Milionowa","253-259(n)","Łódź","Łódź","łódzkie"
"91-488","Łódź","Bałuty","Jaskrowa","17-DK(n), 20-DK(p)","Łódź","Łódź","łódzkie"
"91-230","Łódź","Bałuty","Lechicka","","Łódź","Łódź","łódzkie"
"91-614","Łódź","Bałuty","Widokowa","","Łódź","Łódź","łódzkie"
"93-465","Łódź","Górna","Polarna","","Łódź","Łódź","łódzkie"
"91-373","Łódź","Bałuty","11 Listopada","103","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-768","Łódź","Polesie","Włókniarzy Al.","199-217(n), 216","Łódź","Łódź","łódzkie"
"90-237","Łódź","Śródmieście","Matejki Jana Park","","Łódź","Łódź","łódzkie"
"90-137","Łódź","Śródmieście","Uniwersytecka","1-7(n), 2-10(p)","Łódź","Łódź","łódzkie"
"93-427","Łódź","Górna","Godna","","Łódź","Łódź","łódzkie"
"93-485","Łódź","Górna","Michałowska","","Łódź","Łódź","łódzkie"
"94-234","Łódź","Polesie","Łucznicza","","Łódź","Łódź","łódzkie"
"94-012","Łódź","Polesie","Retkińska","1-37(n), 2-22(p)","Łódź","Łódź","łódzkie"
"92-337","Łódź","Widzew","Milionowa","261-DK(n)","Łódź","Łódź","łódzkie"
"91-321","Łódź","Bałuty","Jasna","","Łódź","Łódź","łódzkie"
"91-486","Łódź","Bałuty","Leszczynowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-026","Łódź","Bałuty","Wielkopolska","58-68(p)","Łódź","Łódź","łódzkie"
"93-371","Łódź","Górna","Policyjna","","Łódź","Łódź","łódzkie"
"91-371","Łódź","Bałuty","11 Listopada","22-38(p), 27-69(n)","Łódź","Łódź","łódzkie"
"91-831","Łódź","Bałuty","Hersza Berlińskiego","","Łódź","Łódź","łódzkie"
"90-050","Łódź","Śródmieście","Mickiewicza Adama Al.","10","Łódź","Łódź","łódzkie"
"90-233","Łódź","Śródmieście","Uniwersytecka","19-DK(n), 36-DK(p)","Łódź","Łódź","łódzkie"
"93-352","Łódź","Górna","Gontowa","","Łódź","Łódź","łódzkie"
"93-113","Łódź","Górna","Milionowa","14, 41-55(n)","Łódź","Łódź","łódzkie"
"94-124","Łódź","Polesie","Łyżwiarska","","Łódź","Łódź","łódzkie"
"94-004","Łódź","Polesie","Retkińska","39-DK(n), 58-DK(p)","Łódź","Łódź","łódzkie"
